Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Weapon Used,Case Closed,Risk
1910,22-03-2020,3/20/2020 13:00,17:41:00,Mumbai,ARSON,54,F,Firearm,No,High
1911,22-03-2020,3/20/2020 14:00,13:05:00,Mumbai,CYBERCRIME,62,F,,No,Low
1912,23-03-2020,3/20/2020 15:00,11:44:00,Agra,EXTORTION,65,F,Knife,Yes,Medium
1913,23-03-2020,3/20/2020 16:00,18:00:00,Kolkata,DOMESTIC VIOLENCE,71,F,Explosives,Yes,High
1914,22-03-2020,3/20/2020 17:00,17:15:00,Pune,IDENTITY THEFT,24,F,Poison,No,Medium
1915,22-03-2020,3/20/2020 18:00,14:30:00,Thane,FRAUD,67,F,Blunt Object,No,Medium
1916,22-03-2020,3/20/2020 19:00,14:11:00,Hyderabad,KIDNAPPING,71,F,Firearm,Yes,High
1917,23-03-2020,3/20/2020 20:00,7:01:00,Delhi,CYBERCRIME,38,F,Firearm,No,High
1918,22-03-2020,3/20/2020 21:00,23:32:00,Varanasi,CYBERCRIME,39,F,Blunt Object,Yes,Low
1919,21-03-2020,3/20/2020 22:00,19:56:00,Ludhiana,COUNTERFEITING,20,M,,No,Low
1920,23-03-2020,3/20/2020 23:00,10:55:00,Kanpur,FIREARM OFFENSE,50,F,Other,Yes,Low
1921,22-03-2020,3/21/2020 0:00,20:25:00,Chennai,EXTORTION,20,M,Poison,Yes,Medium
1922,23-03-2020,3/21/2020 1:00,3:34:00,Mumbai,VANDALISM,40,F,Other,Yes,Low
1923,23-03-2020,3/21/2020 2:00,7:32:00,Delhi,COUNTERFEITING,71,F,Explosives,Yes,High
1924,21-03-2020,3/21/2020 3:00,10:39:00,Faridabad,DOMESTIC VIOLENCE,60,M,Other,No,Low
1925,22-03-2020,3/21/2020 4:00,18:45:00,Hyderabad,DRUG OFFENSE,49,M,Blunt Object,No,Low
1926,22-03-2020,3/21/2020 5:00,19:49:00,Delhi,IDENTITY THEFT,38,M,Firearm,No,High
1927,23-03-2020,3/21/2020 6:00,3:25:00,Nagpur,ILLEGAL POSSESSION,59,F,Other,Yes,Low
1928,23-03-2020,3/21/2020 7:00,17:37:00,Hyderabad,DOMESTIC VIOLENCE,67,F,Knife,Yes,Medium
1929,22-03-2020,3/21/2020 8:00,17:37:00,Surat,VANDALISM,24,F,Poison,Yes,Medium
1930,21-03-2020,3/21/2020 9:00,7:28:00,Delhi,DOMESTIC VIOLENCE,21,F,Other,No,Low
1931,23-03-2020,3/21/2020 10:00,2:21:00,Ghaziabad,ASSAULT,28,M,Explosives,No,High
1932,24-03-2020,3/21/2020 11:00,7:01:00,Kanpur,BURGLARY,29,F,Firearm,Yes,High
1933,23-03-2020,3/21/2020 12:00,18:51:00,Kolkata,PUBLIC INTOXICATION,58,M,Knife,Yes,Medium
1934,21-03-2020,3/21/2020 13:00,18:42:00,Nagpur,ASSAULT,78,F,,Yes,High
1935,24-03-2020,3/21/2020 14:00,2:29:00,Hyderabad,VANDALISM,43,F,Knife,No,Medium
1936,22-03-2020,3/21/2020 15:00,8:01:00,Mumbai,DRUG OFFENSE,68,F,,Yes,Low
1937,21-03-2020,3/21/2020 16:00,14:07:00,Mumbai,DOMESTIC VIOLENCE,12,F,Firearm,No,High
1938,24-03-2020,3/21/2020 17:00,9:40:00,Meerut,CYBERCRIME,75,M,Poison,Yes,Medium
1939,23-03-2020,3/21/2020 18:00,5:29:00,Bangalore,IDENTITY THEFT,57,F,,Yes,Low
1940,22-03-2020,3/21/2020 19:00,5:35:00,Bangalore,HOMICIDE,60,M,Blunt Object,Yes,High
1941,23-03-2020,3/21/2020 20:00,23:55:00,Kanpur,FRAUD,11,M,Blunt Object,Yes,Medium
1942,22-03-2020,3/21/2020 21:00,6:08:00,Ghaziabad,COUNTERFEITING,33,M,Poison,No,Medium
1943,23-03-2020,3/21/2020 22:00,1:46:00,Bangalore,TRAFFIC VIOLATION,44,F,Explosives,No,High
1944,23-03-2020,3/21/2020 23:00,0:58:00,Kanpur,EXTORTION,21,F,,No,Medium
1945,22-03-2020,3/22/2020 0:00,2:47:00,Jaipur,ARSON,66,F,Knife,Yes,Medium
1946,23-03-2020,3/22/2020 1:00,0:05:00,Bangalore,FRAUD,24,F,Blunt Object,Yes,Medium
1947,22-03-2020,3/22/2020 2:00,7:30:00,Mumbai,DOMESTIC VIOLENCE,30,F,Firearm,No,High
1948,23-03-2020,3/22/2020 3:00,1:29:00,Pune,SEXUAL ASSAULT,28,M,Blunt Object,Yes,Low
1949,22-03-2020,3/22/2020 4:00,13:43:00,Chennai,ROBBERY,67,F,Knife,No,Medium
1950,22-03-2020,3/22/2020 5:00,0:53:00,Pune,SHOPLIFTING,78,F,Other,No,Low
1951,25-03-2020,3/22/2020 6:00,13:49:00,Delhi,CYBERCRIME,60,M,Poison,Yes,Medium
1952,23-03-2020,3/22/2020 7:00,13:41:00,Delhi,FIREARM OFFENSE,10,F,Explosives,Yes,High
1953,25-03-2020,3/22/2020 8:00,18:04:00,Mumbai,CYBERCRIME,52,M,Blunt Object,No,Low
1954,25-03-2020,3/22/2020 9:00,22:35:00,Delhi,KIDNAPPING,44,F,Knife,No,High
1955,22-03-2020,3/22/2020 10:00,9:57:00,Bangalore,COUNTERFEITING,10,F,Explosives,No,High
1956,23-03-2020,3/22/2020 11:00,17:34:00,Hyderabad,ASSAULT,10,F,Knife,Yes,High
1957,24-03-2020,3/22/2020 12:00,4:31:00,Hyderabad,FIREARM OFFENSE,79,F,,No,Low
1958,24-03-2020,3/22/2020 13:00,16:15:00,Jaipur,DOMESTIC VIOLENCE,22,M,Explosives,Yes,High
1959,23-03-2020,3/22/2020 14:00,14:01:00,Ghaziabad,EXTORTION,50,F,Blunt Object,No,Medium
1960,22-03-2020,3/22/2020 15:00,18:38:00,Jaipur,TRAFFIC VIOLATION,26,F,Other,Yes,Low
1961,23-03-2020,3/22/2020 16:00,0:02:00,Delhi,ROBBERY,61,F,Knife,No,Medium
1962,25-03-2020,3/22/2020 17:00,21:22:00,Surat,DRUG OFFENSE,79,M,Knife,Yes,Medium
1963,23-03-2020,3/22/2020 18:00,14:29:00,Bangalore,ARSON,27,F,Explosives,Yes,High
1964,25-03-2020,3/22/2020 19:00,23:09:00,Pune,SEXUAL ASSAULT,50,F,,No,Low
1965,23-03-2020,3/22/2020 20:00,19:05:00,Chennai,FRAUD,64,M,Explosives,No,High
1966,23-03-2020,3/22/2020 21:00,15:28:00,Mumbai,PUBLIC INTOXICATION,75,F,Knife,Yes,Medium
1967,24-03-2020,3/22/2020 22:00,17:03:00,Lucknow,TRAFFIC VIOLATION,55,F,Firearm,Yes,High
1968,24-03-2020,3/22/2020 23:00,17:08:00,Kolkata,VANDALISM,40,M,,Yes,Low
1969,24-03-2020,3/23/2020 0:00,23:38:00,Chennai,IDENTITY THEFT,44,F,Firearm,No,High
1970,23-03-2020,3/23/2020 1:00,4:12:00,Delhi,CYBERCRIME,39,F,Poison,Yes,Medium
1971,23-03-2020,3/23/2020 2:00,5:55:00,Chennai,FIREARM OFFENSE,22,F,Explosives,No,High
1972,23-03-2020,3/23/2020 3:00,10:22:00,Rajkot,FRAUD,50,F,Explosives,Yes,High
1973,25-03-2020,3/23/2020 4:00,19:48:00,Hyderabad,EXTORTION,65,F,Explosives,No,High
1974,24-03-2020,3/23/2020 5:00,5:15:00,Mumbai,FRAUD,79,M,Other,No,Medium
1975,24-03-2020,3/23/2020 6:00,9:56:00,Mumbai,HOMICIDE,25,F,Explosives,No,High
1976,25-03-2020,3/23/2020 7:00,23:28:00,Bangalore,EXTORTION,36,F,Other,Yes,Medium
1977,24-03-2020,3/23/2020 8:00,13:46:00,Mumbai,PUBLIC INTOXICATION,40,M,Poison,Yes,Medium
1978,25-03-2020,3/23/2020 9:00,17:29:00,Chennai,ROBBERY,63,F,Other,Yes,Low
1979,25-03-2020,3/23/2020 10:00,2:45:00,Varanasi,SHOPLIFTING,47,F,Blunt Object,No,Low
1980,24-03-2020,3/23/2020 11:00,12:57:00,Mumbai,DRUG OFFENSE,44,F,Blunt Object,Yes,Low
1981,25-03-2020,3/23/2020 12:00,7:44:00,Delhi,SEXUAL ASSAULT,68,M,Knife,Yes,Medium
1982,23-03-2020,3/23/2020 13:00,22:41:00,Ahmedabad,KIDNAPPING,56,M,Poison,Yes,High
1983,24-03-2020,3/23/2020 14:00,16:58:00,Nagpur,SHOPLIFTING,37,M,Firearm,Yes,High
1984,25-03-2020,3/23/2020 15:00,4:42:00,Kanpur,FRAUD,18,F,Knife,No,Medium
1985,25-03-2020,3/23/2020 16:00,12:29:00,Kolkata,ROBBERY,38,F,Blunt Object,Yes,Low
1986,24-03-2020,3/23/2020 17:00,1:09:00,Delhi,DOMESTIC VIOLENCE,53,F,Firearm,No,High
1987,26-03-2020,3/23/2020 18:00,18:46:00,Hyderabad,VANDALISM,75,F,Firearm,No,High
1988,26-03-2020,3/23/2020 19:00,23:18:00,Thane,SHOPLIFTING,61,F,Explosives,No,High
1989,25-03-2020,3/23/2020 20:00,13:28:00,Delhi,PUBLIC INTOXICATION,54,M,Poison,Yes,Medium
1990,26-03-2020,3/23/2020 21:00,3:41:00,Bangalore,VEHICLE - STOLEN,71,F,Explosives,Yes,High
1991,24-03-2020,3/23/2020 22:00,14:04:00,Jaipur,ASSAULT,27,F,,Yes,High
1992,25-03-2020,3/23/2020 23:00,17:15:00,Pune,PUBLIC INTOXICATION,33,F,Other,Yes,Low
1993,24-03-2020,3/24/2020 0:00,14:39:00,Kolkata,ASSAULT,50,F,,No,High
1994,25-03-2020,3/24/2020 1:00,15:53:00,Jaipur,IDENTITY THEFT,20,M,Other,No,Low
1995,25-03-2020,3/24/2020 2:00,16:48:00,Jaipur,CYBERCRIME,30,F,Explosives,No,High
1996,26-03-2020,3/24/2020 3:00,6:01:00,Mumbai,ILLEGAL POSSESSION,56,F,Explosives,Yes,High
1997,25-03-2020,3/24/2020 4:00,2:42:00,Jaipur,COUNTERFEITING,74,F,Firearm,No,High
1998,26-03-2020,3/24/2020 5:00,10:51:00,Kolkata,KIDNAPPING,45,M,Firearm,No,High
1999,24-03-2020,3/24/2020 6:00,13:25:00,Thane,ROBBERY,49,F,Blunt Object,No,Low
2000,25-03-2020,3/24/2020 7:00,6:29:00,Bangalore,VANDALISM,22,F,Poison,No,Medium
2001,26-03-2020,3/24/2020 8:00,14:37:00,Mumbai,CYBERCRIME,10,M,Poison,Yes,Medium
2002,24-03-2020,3/24/2020 9:00,10:17:00,Chennai,FIREARM OFFENSE,53,F,Blunt Object,Yes,Low
2003,27-03-2020,3/24/2020 10:00,5:40:00,Ahmedabad,HOMICIDE,77,F,Other,No,High
2004,25-03-2020,3/24/2020 11:00,4:56:00,Ahmedabad,DOMESTIC VIOLENCE,26,F,Firearm,Yes,High
2005,25-03-2020,3/24/2020 12:00,23:07:00,Ahmedabad,VEHICLE - STOLEN,14,M,Other,No,Low
2006,24-03-2020,3/24/2020 13:00,13:24:00,Kolkata,ROBBERY,20,F,Blunt Object,No,Low
2007,26-03-2020,3/24/2020 14:00,13:31:00,Mumbai,VANDALISM,64,F,Firearm,Yes,High
2008,26-03-2020,3/24/2020 15:00,19:52:00,Meerut,ARSON,19,M,Knife,No,Medium
2009,24-03-2020,3/24/2020 16:00,0:14:00,Mumbai,ASSAULT,64,F,Poison,No,High
2010,26-03-2020,3/24/2020 17:00,17:45:00,Delhi,FRAUD,32,F,Explosives,Yes,High
2011,25-03-2020,3/24/2020 18:00,16:48:00,Pune,PUBLIC INTOXICATION,50,M,Firearm,No,High
2012,25-03-2020,3/24/2020 19:00,12:26:00,Srinagar,CYBERCRIME,11,M,,No,Low
2013,27-03-2020,3/24/2020 20:00,10:38:00,Chennai,SHOPLIFTING,44,F,Explosives,No,High
2014,24-03-2020,3/24/2020 21:00,11:36:00,Mumbai,HOMICIDE,43,F,Blunt Object,Yes,High
2015,26-03-2020,3/24/2020 22:00,17:04:00,Pune,SHOPLIFTING,52,F,Firearm,Yes,High
2016,26-03-2020,3/24/2020 23:00,14:43:00,Hyderabad,BURGLARY,19,F,Other,Yes,Medium
2017,26-03-2020,3/25/2020 0:00,4:22:00,Jaipur,EXTORTION,63,M,Knife,No,Medium
2018,26-03-2020,3/25/2020 1:00,21:58:00,Mumbai,FRAUD,11,F,,No,Medium
2019,27-03-2020,3/25/2020 2:00,11:36:00,Thane,ASSAULT,40,M,Firearm,Yes,High
2020,26-03-2020,3/25/2020 3:00,12:06:00,Bangalore,ASSAULT,40,F,,Yes,High
2021,26-03-2020,3/25/2020 4:00,12:49:00,Hyderabad,CYBERCRIME,62,M,,No,Low
2022,26-03-2020,3/25/2020 5:00,1:55:00,Delhi,SHOPLIFTING,78,M,Poison,Yes,Medium
2023,28-03-2020,3/25/2020 6:00,13:20:00,Kanpur,KIDNAPPING,17,M,Explosives,Yes,High
2024,27-03-2020,3/25/2020 7:00,5:06:00,Visakhapatnam,SHOPLIFTING,26,F,,Yes,Low
2025,28-03-2020,3/25/2020 8:00,23:04:00,Delhi,SHOPLIFTING,19,F,Knife,Yes,Medium
2026,27-03-2020,3/25/2020 9:00,19:31:00,Bhopal,ASSAULT,53,F,,Yes,High
2027,25-03-2020,3/25/2020 10:00,6:14:00,Kanpur,ASSAULT,70,F,Explosives,Yes,High
2028,25-03-2020,3/25/2020 11:00,20:09:00,Bangalore,EXTORTION,50,M,Firearm,No,High
2029,27-03-2020,3/25/2020 12:00,3:29:00,Bangalore,DRUG OFFENSE,77,F,Knife,Yes,Medium
2030,27-03-2020,3/25/2020 13:00,16:23:00,Delhi,ILLEGAL POSSESSION,35,M,Firearm,Yes,High
2031,28-03-2020,3/25/2020 14:00,17:49:00,Delhi,DRUG OFFENSE,39,F,Blunt Object,No,Low
2032,27-03-2020,3/25/2020 15:00,3:10:00,Ludhiana,HOMICIDE,40,M,Poison,No,High
2033,27-03-2020,3/25/2020 16:00,23:47:00,Delhi,DRUG OFFENSE,65,F,Explosives,No,High
2034,26-03-2020,3/25/2020 17:00,16:09:00,Kolkata,SEXUAL ASSAULT,26,F,Other,Yes,Low
2035,27-03-2020,3/25/2020 18:00,18:29:00,Thane,KIDNAPPING,14,F,Other,Yes,High
2036,26-03-2020,3/25/2020 19:00,17:25:00,Ghaziabad,PUBLIC INTOXICATION,78,F,Blunt Object,No,Low
2037,26-03-2020,3/25/2020 20:00,7:43:00,Jaipur,IDENTITY THEFT,43,M,Other,Yes,Low
2038,28-03-2020,3/25/2020 21:00,23:39:00,Pune,BURGLARY,76,M,Firearm,Yes,High
2039,26-03-2020,3/25/2020 22:00,4:56:00,Kolkata,IDENTITY THEFT,59,F,Poison,Yes,Medium
2040,26-03-2020,3/25/2020 23:00,14:03:00,Pune,COUNTERFEITING,36,F,Poison,No,Medium
2041,27-03-2020,3/26/2020 0:00,21:52:00,Vasai,KIDNAPPING,33,F,Knife,Yes,High
2042,27-03-2020,3/26/2020 1:00,18:47:00,Bhopal,TRAFFIC VIOLATION,42,M,,No,Low
2043,26-03-2020,3/26/2020 2:00,1:10:00,Kolkata,FIREARM OFFENSE,49,F,Firearm,No,High
2044,28-03-2020,3/26/2020 3:00,1:08:00,Chennai,ROBBERY,75,F,Blunt Object,No,Low
2045,27-03-2020,3/26/2020 4:00,16:24:00,Kanpur,ARSON,32,F,Other,Yes,Low
2046,26-03-2020,3/26/2020 5:00,7:47:00,Ahmedabad,FIREARM OFFENSE,74,M,Explosives,Yes,High
2047,26-03-2020,3/26/2020 6:00,19:47:00,Bangalore,DRUG OFFENSE,24,F,Blunt Object,No,Low
2048,27-03-2020,3/26/2020 7:00,21:16:00,Jaipur,ILLEGAL POSSESSION,62,M,,No,Low
2049,28-03-2020,3/26/2020 8:00,21:03:00,Kolkata,FRAUD,60,F,Blunt Object,Yes,Medium
2050,28-03-2020,3/26/2020 9:00,14:44:00,Chennai,PUBLIC INTOXICATION,35,F,Knife,Yes,Medium
2051,28-03-2020,3/26/2020 10:00,21:26:00,Pune,PUBLIC INTOXICATION,46,F,Explosives,No,High
2052,29-03-2020,3/26/2020 11:00,14:38:00,Lucknow,EXTORTION,45,F,Poison,Yes,Medium
2053,26-03-2020,3/26/2020 12:00,22:28:00,Hyderabad,FIREARM OFFENSE,65,F,Knife,Yes,Medium
2054,28-03-2020,3/26/2020 13:00,18:01:00,Bangalore,DRUG OFFENSE,26,F,Blunt Object,No,Low
2055,29-03-2020,3/26/2020 14:00,1:52:00,Agra,COUNTERFEITING,20,F,Blunt Object,No,Low
2056,28-03-2020,3/26/2020 15:00,15:38:00,Ahmedabad,TRAFFIC VIOLATION,68,F,Knife,Yes,Medium
2057,27-03-2020,3/26/2020 16:00,7:56:00,Delhi,ARSON,32,F,Poison,No,Medium
2058,29-03-2020,3/26/2020 17:00,9:40:00,Pune,SEXUAL ASSAULT,53,F,Other,No,Low
2059,27-03-2020,3/26/2020 18:00,10:02:00,Mumbai,VANDALISM,14,M,Poison,Yes,Medium
2060,26-03-2020,3/26/2020 19:00,4:22:00,Lucknow,BURGLARY,24,M,Other,Yes,Medium
2061,29-03-2020,3/26/2020 20:00,8:30:00,Ludhiana,ILLEGAL POSSESSION,38,F,Explosives,Yes,High
2062,27-03-2020,3/26/2020 21:00,20:15:00,Delhi,VANDALISM,49,F,Blunt Object,Yes,Low
2063,27-03-2020,3/26/2020 22:00,7:02:00,Delhi,PUBLIC INTOXICATION,19,M,Blunt Object,No,Low
2064,27-03-2020,3/26/2020 23:00,5:35:00,Srinagar,ARSON,35,F,Explosives,Yes,High
2065,29-03-2020,3/27/2020 0:00,1:18:00,Mumbai,BURGLARY,22,F,,Yes,Medium
2066,28-03-2020,3/27/2020 1:00,12:54:00,Mumbai,SHOPLIFTING,42,F,,No,Low
2067,28-03-2020,3/27/2020 2:00,15:31:00,Jaipur,DRUG OFFENSE,76,F,Other,No,Low
2068,29-03-2020,3/27/2020 3:00,18:00:00,Mumbai,VEHICLE - STOLEN,72,F,Firearm,Yes,High
2069,28-03-2020,3/27/2020 4:00,11:45:00,Mumbai,DRUG OFFENSE,25,F,Explosives,No,High
2070,28-03-2020,3/27/2020 5:00,12:49:00,Pune,PUBLIC INTOXICATION,54,F,Blunt Object,No,Low
2071,29-03-2020,3/27/2020 6:00,15:30:00,Delhi,HOMICIDE,20,F,,No,High
2072,27-03-2020,3/27/2020 7:00,11:22:00,Surat,VANDALISM,12,M,Knife,Yes,Medium
2073,27-03-2020,3/27/2020 8:00,11:42:00,Bangalore,CYBERCRIME,40,F,Blunt Object,No,Low
2074,29-03-2020,3/27/2020 9:00,10:13:00,Chennai,VEHICLE - STOLEN,60,F,,No,Low
2075,27-03-2020,3/27/2020 10:00,12:12:00,Delhi,SHOPLIFTING,38,F,,No,Low
2076,28-03-2020,3/27/2020 11:00,21:03:00,Surat,BURGLARY,28,M,Poison,Yes,Medium
2077,29-03-2020,3/27/2020 12:00,10:41:00,Mumbai,FIREARM OFFENSE,50,F,Explosives,Yes,High
2078,28-03-2020,3/27/2020 13:00,19:15:00,Kalyan,FRAUD,39,M,Poison,No,Medium
2079,28-03-2020,3/27/2020 14:00,5:02:00,Ahmedabad,VEHICLE - STOLEN,38,F,Knife,No,Medium
2080,28-03-2020,3/27/2020 15:00,22:42:00,Nashik,SEXUAL ASSAULT,68,F,Firearm,Yes,High
2081,28-03-2020,3/27/2020 16:00,15:21:00,Nashik,DRUG OFFENSE,17,F,Explosives,No,High
2082,29-03-2020,3/27/2020 17:00,19:21:00,Chennai,ROBBERY,11,M,Other,No,Low
2083,29-03-2020,3/27/2020 18:00,14:07:00,Pune,FIREARM OFFENSE,40,F,Knife,No,Medium
2084,28-03-2020,3/27/2020 19:00,15:36:00,Bangalore,FRAUD,46,F,Firearm,No,High
2085,29-03-2020,3/27/2020 20:00,4:38:00,Bhopal,VEHICLE - STOLEN,62,M,Poison,No,Medium
2086,30-03-2020,3/27/2020 21:00,10:57:00,Kolkata,DOMESTIC VIOLENCE,47,F,Blunt Object,No,Low
2087,30-03-2020,3/27/2020 22:00,6:45:00,Bangalore,EXTORTION,14,F,Firearm,Yes,High
2088,29-03-2020,3/27/2020 23:00,6:23:00,Delhi,BURGLARY,25,F,,No,Medium
2089,29-03-2020,3/28/2020 0:00,7:49:00,Ahmedabad,FIREARM OFFENSE,46,M,Explosives,No,High
2090,30-03-2020,3/28/2020 1:00,20:38:00,Kolkata,FIREARM OFFENSE,57,M,Knife,No,Medium
2091,29-03-2020,3/28/2020 2:00,10:07:00,Hyderabad,VANDALISM,32,F,Poison,No,Medium
2092,29-03-2020,3/28/2020 3:00,20:26:00,Patna,COUNTERFEITING,75,M,Poison,Yes,Medium
2093,29-03-2020,3/28/2020 4:00,21:58:00,Delhi,VEHICLE - STOLEN,26,F,Poison,No,Medium
2094,28-03-2020,3/28/2020 5:00,15:12:00,Kolkata,HOMICIDE,62,F,Firearm,Yes,High
2095,30-03-2020,3/28/2020 6:00,20:51:00,Delhi,ILLEGAL POSSESSION,52,F,Blunt Object,No,Low
2096,30-03-2020,3/28/2020 7:00,4:09:00,Patna,ILLEGAL POSSESSION,39,F,Knife,Yes,Medium
2097,28-03-2020,3/28/2020 8:00,12:54:00,Delhi,HOMICIDE,66,F,Other,Yes,High
2098,29-03-2020,3/28/2020 9:00,12:48:00,Jaipur,CYBERCRIME,25,F,Poison,No,Medium
2099,28-03-2020,3/28/2020 10:00,13:57:00,Pune,ILLEGAL POSSESSION,65,F,Poison,No,Medium
2100,29-03-2020,3/28/2020 11:00,8:26:00,Surat,ASSAULT,45,F,,Yes,High
2101,29-03-2020,3/28/2020 12:00,20:55:00,Bangalore,PUBLIC INTOXICATION,72,F,Knife,No,Medium
2102,29-03-2020,3/28/2020 13:00,5:13:00,Hyderabad,DOMESTIC VIOLENCE,38,F,Poison,Yes,Medium
2103,30-03-2020,3/28/2020 14:00,15:44:00,Bangalore,DOMESTIC VIOLENCE,47,M,Firearm,Yes,High
2104,29-03-2020,3/28/2020 15:00,1:39:00,Jaipur,VANDALISM,35,M,Other,No,Low
2105,29-03-2020,3/28/2020 16:00,1:06:00,Bhopal,ARSON,35,F,Knife,Yes,Medium
2106,31-03-2020,3/28/2020 17:00,15:59:00,Mumbai,IDENTITY THEFT,28,F,Poison,Yes,Medium
2107,31-03-2020,3/28/2020 18:00,7:08:00,Ahmedabad,VANDALISM,75,F,Blunt Object,No,Low
2108,29-03-2020,3/28/2020 19:00,23:02:00,Bangalore,SHOPLIFTING,63,F,Poison,No,Medium
2109,31-03-2020,3/28/2020 20:00,10:00:00,Jaipur,FIREARM OFFENSE,30,F,Blunt Object,No,Low
2110,29-03-2020,3/28/2020 21:00,23:34:00,Faridabad,IDENTITY THEFT,37,F,Firearm,No,High
2111,31-03-2020,3/28/2020 22:00,23:15:00,Delhi,ILLEGAL POSSESSION,53,M,Knife,Yes,Medium
2112,29-03-2020,3/28/2020 23:00,5:59:00,Mumbai,DOMESTIC VIOLENCE,32,F,Other,Yes,Low
2113,31-03-2020,3/29/2020 0:00,4:34:00,Ahmedabad,SEXUAL ASSAULT,28,F,Firearm,Yes,High
2114,30-03-2020,3/29/2020 1:00,4:13:00,Mumbai,EXTORTION,75,F,Firearm,No,High
2115,30-03-2020,3/29/2020 2:00,15:22:00,Delhi,ASSAULT,46,M,Blunt Object,No,High
2116,31-03-2020,3/29/2020 3:00,17:41:00,Bangalore,DOMESTIC VIOLENCE,18,F,,No,Low
2117,30-03-2020,3/29/2020 4:00,13:50:00,Bhopal,PUBLIC INTOXICATION,35,M,Explosives,No,High
2118,30-03-2020,3/29/2020 5:00,7:55:00,Chennai,ARSON,50,F,Blunt Object,Yes,Low
2119,29-03-2020,3/29/2020 6:00,11:37:00,Delhi,FIREARM OFFENSE,10,F,Poison,Yes,Medium
2120,1/4/2020,3/29/2020 7:00,20:27:00,Delhi,SEXUAL ASSAULT,50,F,Poison,No,Medium
2121,31-03-2020,3/29/2020 8:00,14:31:00,Mumbai,ASSAULT,30,F,Knife,No,High
2122,30-03-2020,3/29/2020 9:00,11:13:00,Bhopal,SHOPLIFTING,70,M,Blunt Object,Yes,Low
2123,29-03-2020,3/29/2020 10:00,17:24:00,Delhi,VEHICLE - STOLEN,79,F,Firearm,Yes,High
2124,30-03-2020,3/29/2020 11:00,12:54:00,Faridabad,ARSON,79,F,,No,Low
2125,30-03-2020,3/29/2020 12:00,7:52:00,Bhopal,SHOPLIFTING,48,M,Poison,Yes,Medium
2126,31-03-2020,3/29/2020 13:00,5:59:00,Kolkata,FIREARM OFFENSE,18,F,Other,Yes,Low
2127,30-03-2020,3/29/2020 14:00,21:49:00,Delhi,DOMESTIC VIOLENCE,53,F,Poison,Yes,Medium
2128,31-03-2020,3/29/2020 15:00,8:16:00,Delhi,DRUG OFFENSE,20,F,Knife,No,Medium
2129,1/4/2020,3/29/2020 16:00,15:10:00,Chennai,KIDNAPPING,59,M,Firearm,Yes,High
2130,29-03-2020,3/29/2020 17:00,9:02:00,Nagpur,ROBBERY,74,F,Blunt Object,No,Low
2131,31-03-2020,3/29/2020 18:00,16:35:00,Varanasi,FRAUD,13,M,,Yes,Medium
2132,31-03-2020,3/29/2020 19:00,6:10:00,Chennai,IDENTITY THEFT,47,M,Knife,No,Medium
2133,31-03-2020,3/29/2020 20:00,15:10:00,Delhi,VANDALISM,62,M,Blunt Object,No,Low
2134,31-03-2020,3/29/2020 21:00,17:51:00,Mumbai,TRAFFIC VIOLATION,25,F,Knife,Yes,Medium
2135,31-03-2020,3/29/2020 22:00,14:34:00,Delhi,ARSON,75,F,Blunt Object,No,Low
2136,31-03-2020,3/29/2020 23:00,18:17:00,Agra,SHOPLIFTING,29,M,Poison,Yes,Medium
2137,30-03-2020,3/30/2020 0:00,18:58:00,Chennai,FRAUD,53,F,Blunt Object,Yes,Medium
2138,1/4/2020,3/30/2020 1:00,9:57:00,Hyderabad,CYBERCRIME,77,F,,No,Low
2139,1/4/2020,3/30/2020 2:00,22:24:00,Nagpur,ILLEGAL POSSESSION,16,F,Firearm,No,High
2140,1/4/2020,3/30/2020 3:00,20:17:00,Kanpur,TRAFFIC VIOLATION,64,F,Explosives,Yes,High
2141,31-03-2020,3/30/2020 4:00,2:02:00,Chennai,ARSON,74,F,,No,Low
2142,1/4/2020,3/30/2020 5:00,2:16:00,Ahmedabad,EXTORTION,47,F,Poison,Yes,Medium
2143,31-03-2020,3/30/2020 6:00,13:50:00,Nashik,DRUG OFFENSE,58,M,,Yes,Low
2144,1/4/2020,3/30/2020 7:00,16:12:00,Chennai,VEHICLE - STOLEN,10,M,Poison,Yes,Medium
2145,1/4/2020,3/30/2020 8:00,6:21:00,Agra,COUNTERFEITING,20,F,Other,Yes,Low
2146,31-03-2020,3/30/2020 9:00,0:54:00,Pune,DRUG OFFENSE,52,F,,No,Low
2147,1/4/2020,3/30/2020 10:00,5:43:00,Ghaziabad,HOMICIDE,21,M,Explosives,Yes,High
2148,31-03-2020,3/30/2020 11:00,0:53:00,Kolkata,ASSAULT,48,M,Explosives,No,High
2149,30-03-2020,3/30/2020 12:00,13:10:00,Mumbai,IDENTITY THEFT,69,F,Blunt Object,Yes,Low
2150,30-03-2020,3/30/2020 13:00,3:19:00,Delhi,ROBBERY,65,F,Other,No,Low
2151,31-03-2020,3/30/2020 14:00,14:37:00,Delhi,DOMESTIC VIOLENCE,58,F,Explosives,Yes,High
2152,31-03-2020,3/30/2020 15:00,23:52:00,Kolkata,ROBBERY,23,F,Knife,Yes,Medium
2153,1/4/2020,3/30/2020 16:00,16:52:00,Delhi,ILLEGAL POSSESSION,29,F,Poison,No,Medium
2154,1/4/2020,3/30/2020 17:00,20:27:00,Lucknow,TRAFFIC VIOLATION,56,F,Explosives,No,High
